,animal,session,trial,onset,first_lick_in,last_lick_out,water_valve_on,outcome,sound_num,reward,go_nogo,licks_out,quality,water_valve_amt
0,JUV011,211215,1,1511.316804,1511.316804,1511.345304,1513.468296,1513.468296,1,2,go,1,normal,2
1,JUV011,211215,2,1513.501629,1513.541629,1520.6921,,1522.708592,8,-1,go,23,normal,
2,JUV011,211215,3,1522.715269,,1522.715269,,1539.835691,7,0,nogo,1,normal,
3,JUV011,211215,4,1544.402505,1546.756163,,,1546.756163,6,-1,go,0,normal,
4,JUV011,211215,5,1546.841666,1546.962495,1563.438596,,1565.691754,6,-1,go,28,normal,
5,JUV011,211215,6,1565.71292,1569.674904,1570.062403,1579.611198,1579.611198,1,2,go,4,normal,2
6,JUV011,211215,7,1579.644198,1579.710697,1581.786023,1584.520012,1584.520012,3,2,go,18,normal,2
7,JUV011,211215,8,1584.553178,1584.619512,1586.690836,1589.265828,1589.265828,4,2,go,20,normal,2
8,JUV011,211215,9,1589.306159,1589.381159,1601.033946,,1603.209937,8,-1,go,27,normal,
9,JUV011,211215,10,1603.24527,1603.33777,1603.351603,,1620.279369,6,0,nogo,2,normal,
10,JUV011,211215,11,1624.33103,,,,1627.333346,14,-1,go,0,missed,
11,JUV011,211215,12,1641.047119,1641.070953,,,1641.070953,9,0,go,0,normal,
12,JUV011,211215,13,1641.170285,1641.230285,1644.761271,,1649.118753,9,0,go,25,normal,
13,JUV011,211215,14,1649.147253,1649.22042,1652.360074,1654.577565,1654.577565,3,2,go,5,normal,2
14,JUV011,211215,15,1654.603898,1654.676898,1662.5237,1664.699858,1664.699858,1,2,go,24,normal,2
15,JUV011,211215,16,1664.733191,1664.806357,1666.751349,,1668.946341,7,-1,go,19,normal,
16,JUV011,211215,17,1668.981674,1670.226002,1679.485465,1683.10279,1683.10279,4,2,go,4,normal,2
17,JUV011,211215,18,1683.128951,1683.195117,1684.92261,1687.453933,1687.453933,4,2,go,17,normal,2
18,JUV011,211215,19,1687.4801,1687.546433,1693.876408,,1695.974733,6,-1,go,25,normal,
19,JUV011,211215,20,1695.981399,1697.654559,1707.076021,1709.689844,1709.689844,1,2,go,4,normal,2
20,JUV011,211215,21,1709.716344,1709.790011,1713.885994,,1715.980819,6,-1,go,19,normal,
21,JUV011,211215,22,1716.009152,1717.595646,1728.049604,1730.261431,1730.261431,1,2,go,6,normal,2
22,JUV011,211215,23,1730.294928,1730.362762,1734.658078,1736.809569,1736.809569,2,2,go,20,normal,2
23,JUV011,211215,24,1736.849736,1736.911069,1745.427701,,1747.725692,7,-1,go,21,normal,
24,JUV011,211215,25,1747.732359,1751.846342,1760.162309,1762.311134,1762.311134,3,2,go,26,normal,2
25,JUV011,211215,26,1762.344134,1762.397633,1769.532605,,1773.025758,16,0,go,24,normal,
26,JUV011,211215,27,1773.032424,1776.950742,1773.032424,1776.952909,1776.952909,2,2,go,1,normal,2
27,JUV011,211215,28,1776.985908,1777.032742,1783.957547,1786.121372,1786.121372,4,2,go,26,normal,2
28,JUV011,211215,29,1786.147372,1786.200372,1795.188502,,1797.371494,5,-1,go,22,normal,
29,JUV011,211215,30,1797.378327,1798.898654,1798.905826,1811.361438,1811.361438,3,2,go,2,normal,2
30,JUV011,211215,31,1811.408771,1811.463604,1819.10824,,1824.359886,8,0,nogo,18,normal,
31,JUV011,211215,32,1828.801035,1829.032534,,1829.034706,1829.034706,3,2,go,0,normal,2
32,JUV011,211215,33,1829.068033,1829.128868,1830.68036,1833.103194,1833.103194,1,2,go,16,normal,2
33,JUV011,211215,34,1833.115017,1833.174517,1843.17181,,1845.720133,6,-1,go,32,normal,
34,JUV011,211215,35,1845.7268,1847.770125,1847.776792,,1863.017731,5,0,nogo,2,normal,
35,JUV011,211215,36,1866.61205,,,,1869.86237,5,0,nogo,0,normal,
36,JUV011,211215,37,1871.244365,1871.244365,1876.350011,1878.392336,1878.392336,2,2,go,19,normal,2
37,JUV011,211215,38,1878.396669,1878.524169,1883.185484,,1885.360148,8,-1,go,19,normal,
38,JUV011,211215,39,1885.381642,1887.253967,1891.799949,,1902.191074,5,0,nogo,3,normal,
39,JUV011,211215,40,1906.779889,,,,1910.03021,8,0,nogo,0,normal,
40,JUV011,211215,41,1914.728357,,,,1917.978678,5,0,nogo,0,normal,
41,JUV011,211215,42,1922.072328,1922.290494,,,1922.290494,8,-1,go,0,normal,
42,JUV011,211215,43,1922.30466,1922.384327,1922.398327,1936.202272,1936.202272,3,2,go,2,normal,2
43,JUV011,211215,44,1936.221271,1936.295272,1937.597766,1940.682087,1940.682087,4,2,go,14,normal,2
44,JUV011,211215,45,1940.708253,1940.774753,1949.321719,1951.49371,1951.49371,4,2,go,23,normal,2
45,JUV011,211215,46,1951.51971,1951.62921,1957.720186,,1961.404671,6,-1,go,19,normal,
46,JUV011,211215,47,1961.425508,1961.537837,1974.210286,,1979.213766,9,-1,go,14,missed,
47,JUV011,211215,48,1984.340912,1984.340912,1993.067711,,1995.170709,6,-1,go,17,normal,
48,JUV011,211215,49,1995.285869,1997.64103,2001.920175,,2009.20648,7,-1,go,8,normal,
49,JUV011,211215,50,2009.227646,2023.032258,2009.227646,,2023.032258,5,-1,go,1,normal,
50,JUV011,211215,51,2023.053431,2037.378534,2023.053431,2037.38071,2037.38071,1,2,go,1,normal,2
51,JUV011,211215,52,2037.414034,2037.480708,2042.620346,2044.881507,2044.881507,3,2,go,20,normal,2
52,JUV011,211215,53,2044.922337,2044.976503,2048.814154,,2050.827992,5,-1,go,18,normal,
53,JUV011,211215,54,2050.834646,2053.010804,2057.091288,,2067.672079,6,0,nogo,4,normal,
54,JUV011,211215,55,2071.629563,,,,2074.879884,6,0,nogo,0,normal,
55,JUV011,211215,56,2079.462365,,,,2082.712686,6,0,nogo,0,normal,
56,JUV011,211215,57,2086.46067,2086.67167,,2086.673837,2086.673837,1,2,go,0,normal,2
57,JUV011,211215,58,2086.699836,2086.760169,2092.38548,2094.621471,2094.621471,4,2,go,17,normal,2
58,JUV011,211215,59,2094.661804,2094.737304,2104.327932,2106.54209,2106.54209,3,2,go,24,normal,2
59,JUV011,211215,60,2106.589923,2106.650923,2113.142897,,2115.467388,9,0,go,20,normal,
60,JUV011,211215,61,2115.474055,2116.300051,2116.917382,2120.03037,2120.03037,2,2,go,3,normal,2
61,JUV011,211215,62,2120.056715,2120.123536,2121.727363,,2124.331034,5,-1,go,16,normal,
62,JUV011,211215,63,2124.366352,2127.582506,2136.115805,,2139.12647,8,-1,go,23,normal,
63,JUV011,211215,64,2139.161793,2141.787283,2145.7076,,2153.159237,8,-1,go,3,normal,
64,JUV011,211215,65,2153.17307,2164.605191,2164.611858,,2170.067837,8,0,nogo,2,normal,
65,JUV011,211215,66,2174.385319,2174.615151,,2174.617485,2174.617485,3,2,go,0,normal,2
66,JUV011,211215,67,2174.650651,2174.725484,2176.308311,2178.852468,2178.852468,2,2,go,14,normal,2
67,JUV011,211215,68,2178.864474,2178.937134,2188.522096,2190.70192,2190.70192,4,2,go,26,normal,2
68,JUV011,211215,69,2190.735087,2190.79592,2198.761555,2201.020046,2201.020046,1,2,go,24,normal,2
69,JUV011,211215,70,2201.060548,2201.142712,2210.477512,2212.677332,2212.677332,3,2,go,22,normal,2
70,JUV011,211215,71,2212.717832,2212.778999,2218.324976,2220.548635,2220.548635,3,2,go,19,normal,2
71,JUV011,211215,72,2220.581634,2220.634634,2229.295599,2231.304758,2231.304758,2,2,go,24,normal,2
72,JUV011,211215,73,2231.309428,2231.47859,2244.355372,2246.473697,2246.473697,2,2,go,28,normal,2
73,JUV011,211215,74,2246.521364,2246.58953,2255.182662,,2259.588478,6,-1,go,50,normal,
74,JUV011,211215,75,2259.666478,2259.713144,2259.966148,2273.633426,2273.633426,1,2,go,3,normal,2
75,JUV011,211215,76,2273.659435,2273.732922,2278.542076,,2280.569227,6,-1,go,17,normal,
76,JUV011,211215,77,2280.582894,2287.5797,2287.586717,,2298.024324,6,0,nogo,2,normal,
77,JUV011,211215,78,2302.519306,2302.762472,,2302.764472,2302.764472,1,2,go,0,normal,2
78,JUV011,211215,79,2302.798146,2302.851305,2306.818289,2309.103613,2309.103613,3,2,go,14,normal,2
79,JUV011,211215,80,2309.136952,2309.210786,2314.247926,2316.494917,2316.494917,1,2,go,20,normal,2
80,JUV011,211215,81,2316.535417,2316.589586,2325.420881,,2330.67236,6,0,nogo,24,normal,
81,JUV011,211215,82,2335.314342,,,,2338.316663,14,-1,go,0,missed,
82,JUV011,211215,83,2352.611606,,,,2355.613927,13,-1,go,0,missed,
83,JUV011,211215,84,2364.065894,2364.065894,2364.304726,2369.875204,2369.875204,1,2,go,3,normal,2
84,JUV011,211215,85,2369.901537,2369.968037,2378.409669,,2382.249987,8,-1,go,20,normal,
85,JUV011,211215,86,2382.349987,2382.370153,2386.575803,,2399.568418,15,-1,go,14,missed,
86,JUV011,211215,87,2413.702362,2413.912194,,2413.914361,2413.914361,3,2,go,0,normal,2
87,JUV011,211215,88,2413.933527,2414.006527,2418.212344,,2423.463656,5,0,nogo,15,normal,
88,JUV011,211215,89,2427.427973,,,,2430.678294,5,0,nogo,0,normal,
89,JUV011,211215,90,2434.725944,,,,2437.728265,9,-1,go,0,missed,
90,JUV011,211215,91,2451.771876,2452.077208,,2452.079375,2452.079375,2,2,go,0,normal,2
91,JUV011,211215,92,2452.105541,2452.165374,2455.675861,2457.753028,2457.753028,2,2,go,14,normal,2
92,JUV011,211215,93,2457.772019,2457.852685,2465.425321,2467.614979,2467.614979,1,2,go,21,normal,2
93,JUV011,211215,94,2467.648155,2467.715989,2475.509781,,2480.513428,11,-1,go,21,missed,
94,JUV011,211215,95,2487.061568,2487.061568,2493.518709,2495.8882,2495.8882,2,2,go,26,normal,2
95,JUV011,211215,96,2495.928699,2495.989033,2498.495856,2500.514848,2500.514848,4,2,go,23,normal,2
96,JUV011,211215,97,2500.526514,2500.619514,2505.119829,,2507.650986,6,-1,go,20,normal,
97,JUV011,211215,98,2507.728985,,2507.728985,,2524.376586,14,-1,go,1,missed,
98,JUV011,211215,99,2538.238363,,,,2541.488684,8,0,nogo,0,normal,
99,JUV011,211215,100,2545.994166,,,,2548.996488,13,-1,go,0,missed,
100,JUV011,211215,101,2563.234597,2563.584762,,2563.586929,2563.586929,3,2,go,0,normal,2
101,JUV011,211215,102,2563.620262,2563.680762,2567.075749,2569.454572,2569.454572,1,2,go,17,normal,2
102,JUV011,211215,103,2569.494905,2569.562738,2573.33739,2575.600047,2575.600047,1,2,go,17,normal,2
103,JUV011,211215,104,2575.640547,2575.70888,2577.815705,2579.949035,2579.949035,4,2,go,16,normal,2
104,JUV011,211215,105,2579.968196,2580.090196,2581.418024,,2584.110347,8,-1,go,14,normal,
105,JUV011,211215,106,2584.12418,2585.230176,2591.003826,2598.526289,2598.526289,1,2,go,7,normal,2
106,JUV011,211215,107,2598.566795,2598.640955,2604.709097,,2609.960576,8,0,nogo,18,normal,
107,JUV011,211215,108,2613.874894,,,,2616.877382,9,-1,go,0,missed,
108,JUV011,211215,109,2630.587494,2630.825493,,2630.827666,2630.827666,3,2,go,0,normal,2
109,JUV011,211215,110,2630.853666,2630.920993,2636.217805,,2639.624125,7,-1,go,19,normal,
110,JUV011,211215,111,2639.630791,2647.183432,2647.190261,,2657.444229,5,0,nogo,2,normal,
111,JUV011,211215,112,2661.359538,2661.742536,,2661.744706,2661.744706,3,2,go,0,normal,2
112,JUV011,211215,113,2661.778536,2661.845869,2667.372513,2669.695672,2669.695672,1,2,go,32,normal,2
113,JUV011,211215,114,2669.750838,2669.812504,2675.298648,2677.477807,2677.477807,3,2,go,18,normal,2
114,JUV011,211215,115,2677.503806,2677.603973,2683.558615,,2687.136434,8,-1,go,22,normal,
115,JUV011,211215,116,2687.143106,,2687.143106,,2714.835157,4,-1,go,1,missed,
116,JUV011,211215,117,2718.650475,,,,2721.900795,7,0,nogo,0,normal,
117,JUV011,211215,118,2725.921946,,,,2729.172266,7,0,nogo,0,normal,
118,JUV011,211215,119,2733.186417,2733.539749,,2733.54175,2733.54175,3,2,go,0,normal,2
119,JUV011,211215,120,2733.561082,2733.648248,2738.657562,2740.948053,2740.948053,3,2,go,15,normal,2
120,JUV011,211215,121,2740.981386,2741.047386,2745.8897,2748.116191,2748.116191,1,2,go,17,normal,2
121,JUV011,211215,122,2748.14969,2748.23719,2757.065826,2759.33848,2759.33848,3,2,go,21,normal,2
122,JUV011,211215,123,2759.379146,2759.465312,2770.468101,,2774.18892,5,-1,go,22,normal,
123,JUV011,211215,124,2774.19592,,2774.19592,,2790.971032,6,0,nogo,1,normal,
124,JUV011,211215,125,2792.219847,2792.219847,2796.118832,,2798.158157,8,-1,go,21,normal,
125,JUV011,211215,126,2798.171993,2798.875321,2807.188792,2812.610599,2812.610599,1,2,go,7,normal,2
126,JUV011,211215,127,2812.658266,2812.711432,2816.893915,2819.118573,2819.118573,2,2,go,16,normal,2
127,JUV011,211215,128,2819.137407,2819.233073,2825.349715,,2827.910205,10,0,go,21,normal,
128,JUV011,211215,129,2827.916871,,2827.916871,,2835.256842,5,0,nogo,1,normal,
129,JUV011,211215,130,2838.970827,2839.400659,,2839.402825,2839.402825,2,2,go,0,normal,2
130,JUV011,211215,131,2839.443325,2839.497158,2844.033807,2846.407131,2846.407131,3,2,go,17,normal,2
131,JUV011,211215,132,2846.440297,2846.507464,2853.536269,,2856.425924,8,-1,go,18,normal,
132,JUV011,211215,133,2856.432591,,2856.432591,,2873.550522,5,0,nogo,1,normal,
133,JUV011,211215,134,2877.387174,2877.732172,,2877.734172,2877.734172,1,2,go,0,normal,2
134,JUV011,211215,135,2877.767508,2877.820672,2879.023334,2882.337487,2882.337487,4,2,go,13,normal,2
135,JUV011,211215,136,2882.370654,2882.445153,2887.236634,,2889.452466,6,-1,go,19,normal,
136,JUV011,211215,137,2889.487792,2891.309451,2894.024107,,2906.447724,9,-1,go,3,missed,
137,JUV011,211215,138,2920.26151,2920.566834,,2920.568834,2920.568834,4,2,go,0,normal,2
138,JUV011,211215,139,2920.602334,2920.669667,2925.897313,,2930.700466,5,-1,go,14,normal,
139,JUV011,211215,140,2930.707127,2944.358572,2952.167541,2954.447365,2954.447365,3,2,go,23,normal,2
140,JUV011,211215,141,2954.494866,2954.548031,2956.337691,,2959.883346,7,-1,go,18,normal,
141,JUV011,211215,142,2959.96851,2962.375167,2972.37946,2974.687951,2974.687951,2,2,go,5,normal,2
142,JUV011,211215,143,2974.721617,2974.781284,2976.341944,,2979.309271,5,-1,go,16,normal,
143,JUV011,211215,144,2979.323109,2979.461432,2987.582733,2993.703041,2993.703041,3,2,go,7,normal,2
144,JUV011,211215,145,2993.721875,2993.809874,2998.218357,,3000.656514,8,-1,go,16,normal,
145,JUV011,211215,146,3000.663186,3002.112841,3007.738985,3015.036456,3015.036456,1,2,go,3,normal,2
146,JUV011,211215,147,3015.083956,3015.144456,3016.439951,3019.381772,3019.381772,3,2,go,14,normal,2
147,JUV011,211215,148,3019.415272,3019.468439,3023.018924,,3025.235082,5,-1,go,15,normal,
148,JUV011,211215,149,3025.263415,3030.84206,3030.848726,3039.514192,3039.514192,4,2,go,2,normal,2
149,JUV011,211215,150,3039.547358,3039.621032,3044.034174,3046.461997,3046.461997,2,2,go,16,normal,2
150,JUV011,211215,151,3046.509497,3046.56967,3047.760992,,3050.70898,6,-1,go,13,normal,
151,JUV011,211215,152,3050.729986,3055.174631,3055.181296,3064.837757,3064.837757,3,2,go,2,normal,2
152,JUV011,211215,153,3064.87109,3064.951428,3066.092585,,3068.623913,7,-1,go,10,normal,
153,JUV011,211215,154,3068.63775,3070.109569,3072.087395,3082.762685,3082.762685,3,2,go,3,normal,2
154,JUV011,211215,155,3082.796185,3082.856018,3083.923014,3086.820836,3086.820836,4,2,go,11,normal,2
155,JUV011,211215,156,3086.846836,3086.935169,3091.937988,,3094.80647,5,-1,go,19,normal,
156,JUV011,211215,157,3094.820637,,3094.820637,,3112.053906,7,0,nogo,1,normal,
157,JUV011,211215,158,3116.131218,3116.469217,,3116.47155,3116.47155,2,2,go,0,normal,2
158,JUV011,211215,159,3116.504884,3116.564883,3122.665859,,3127.669348,12,-1,go,17,missed,
159,JUV011,211215,160,3132.515988,3132.515988,3141.649617,,3143.683942,6,-1,go,31,normal,
160,JUV011,211215,161,3143.697942,3146.018432,3149.685751,,3161.340204,7,0,nogo,4,normal,
161,JUV011,211215,162,3165.974019,3166.309851,,3166.312018,3166.312018,3,2,go,0,normal,2
162,JUV011,211215,163,3166.352684,3166.412184,3169.87767,,3172.099666,6,-1,go,17,normal,
163,JUV011,211215,164,3172.113835,3186.650103,3172.113835,3186.65227,3186.65227,1,2,go,1,normal,2
164,JUV011,211215,165,3186.685936,3186.753436,3191.221418,,3196.472897,7,0,nogo,14,normal,
165,JUV011,211215,166,3200.618214,,,,3203.868534,6,0,nogo,0,normal,
166,JUV011,211215,167,3208.00919,,,,3211.259338,5,0,nogo,0,normal,
167,JUV011,211215,168,3215.271828,,,,3218.521976,7,0,nogo,0,normal,
168,JUV011,211215,169,3222.901791,,,,3226.152112,8,0,nogo,0,normal,
169,JUV011,211215,170,3230.773927,,,,3234.024247,7,0,nogo,0,normal,
170,JUV011,211215,171,3237.793565,,,,3241.043886,6,0,nogo,0,normal,
171,JUV011,211215,172,3244.883704,3245.189536,,3245.191702,3245.191702,1,2,go,0,normal,2
172,JUV011,211215,173,3245.224873,3245.284535,3249.221853,3251.636343,3251.636343,2,2,go,16,normal,2
173,JUV011,211215,174,3251.662343,3251.728509,3253.158504,,3256.409657,8,-1,go,15,normal,
174,JUV011,211215,175,3256.431157,3264.274293,3264.280959,,3274.082587,6,0,nogo,2,normal,
175,JUV011,211215,176,3278.23857,3278.571569,,3278.573735,3278.573735,3,2,go,0,normal,2
176,JUV011,211215,177,3278.614235,3278.674902,3280.09423,,3282.978218,6,-1,go,15,normal,
177,JUV011,211215,178,3283.006391,,3283.006391,,3299.870484,8,0,nogo,1,normal,
178,JUV011,211215,179,3304.120967,,,,3307.371287,6,0,nogo,0,normal,
179,JUV011,211215,180,3311.331938,3311.659603,,3311.661603,3311.661603,4,2,go,0,normal,2
180,JUV011,211215,181,3311.702103,3311.769603,3312.963764,3315.67892,3315.67892,1,2,go,13,normal,2
181,JUV011,211215,182,3315.726253,3315.787753,3321.129399,,3323.998554,9,0,go,16,normal,
182,JUV011,211215,183,3324.00522,3324.407052,3324.870717,,3331.123032,8,0,nogo,4,normal,
183,JUV011,211215,184,3335.568341,,,,3338.818661,5,0,nogo,0,normal,
184,JUV011,211215,185,3342.367147,3342.609813,,3342.611988,3342.611988,4,2,go,0,normal,2
185,JUV011,211215,186,3342.645646,3342.706646,3353.694935,,3357.36642,7,-1,go,52,normal,
186,JUV011,211215,187,3357.452753,3357.599253,3369.816037,,3375.067516,6,0,nogo,6,normal,
187,JUV011,211215,188,3378.890001,3379.163333,,3379.165508,3379.165508,2,2,go,0,normal,2
188,JUV011,211215,189,3379.191666,3379.251833,3380.73066,3383.89599,3383.89599,3,2,go,15,normal,2
189,JUV011,211215,190,3383.936481,3384.004153,3389.169293,3391.494786,3391.494786,3,2,go,23,normal,2
190,JUV011,211215,191,3391.535283,3391.60295,3392.906445,,3395.843267,7,-1,go,14,normal,
191,JUV011,211215,192,3395.864433,,3395.864433,,3413.369196,7,0,nogo,1,normal,
192,JUV011,211215,193,3417.888678,3418.138844,,3418.141177,3418.141177,1,2,go,0,normal,2
193,JUV011,211215,194,3418.174344,3418.24201,3427.34514,,3432.596626,5,0,nogo,20,normal,
